1900,0,100000,0,,,,,,,,,,,,,,
1900,0,100000,0,,,,,,,,,,,,,,
1900,0,100000,0,,,,,,,,,,,,,,
1900,0,100000,0,,,,,,,,,,,,,,
1900,0,100000,0,,,,,,,,,,,,,,
1900,0,100000,0,,,,,,,,,,,,,,
1900,0,100000,0,,,,,,,,,,,,,,
1900,0,100000,0,,,,,,,,,,,,,,
1900,0,100000,0,,,,,,,,,,,,,,
1900,0,100000,0,,,,,,,,,,,,,,
1925,0,100000,0,,,,,,,,,,,,,,
1925,0,100000,0,,,,,,,,,,,,,,
1925,0,100000,0,,,,,,,,,,,,,,
1925,0,100000,0,,,,,,,,,,,,,,
1925,0,100000,0,,,,,,,,,,,,,,
1925,0,100000,0,,,,,,,,,,,,,,
1925,0,100000,0,,,,,,,,,,,,,,
1925,0,100000,0,,,,,,,,,,,,,,
1925,0,100000,0,,,,,,,,,,,,,,
1925,0,100000,0,,,,,,,,,,,,,,
1950,0,100000,0,,,,,,,,,,,,,,
1950,0,100000,0,,,,,,,,,,,,,,
1950,0,100000,0,,,,,,,,,,,,,,
1950,0,100000,0,,,,,,,,,,,,,,
1950,0,100000,0,,,,,,,,,,,,,,
1950,0,100000,0,,,,,,,,,,,,,,
1950,0,100000,0,,,,,,,,,,,,,,
1950,0,100000,0,,,,,,,,,,,,,,
1950,0,100000,0,,,,,,,,,,,,,,
1950,0,100000,0,,,,,,,,,,,,,,
1975,0,100000,0,,,,,,,,,,,,,,
1975,0,100000,0,,,,,,,,,,,,,,
1975,0,100000,0,,,,,,,,,,,,,,
1975,0,100000,0,,,,,,,,,,,,,,
1975,0,100000,0,,,,,,,,,,,,,,
1975,0,100000,0,,,,,,,,,,,,,,
1975,0,100000,0,,,,,,,,,,,,,,
1975,0,100000,0,,,,,,,,,,,,,,
1975,0,100000,0,,,,,,,,,,,,,,
1975,0,100000,0,,,,,,,,,,,,,,
2000,0,100000,0,,,,,,,,,,,,,,
2000,0,100000,0,,,,,,,,,,,,,,
2000,0,100000,0,,,,,,,,,,,,,,
2000,0,100000,0,,,,,,,,,,,,,,
2000,0,100000,0,,,,,,,,,,,,,,
2000,0,100000,0,,,,,,,,,,,,,,
2000,0,100000,0,,,,,,,,,,,,,,
2000,0,100000,0,,,,,,,,,,,,,,
2000,0,100000,0,,,,,,,,,,,,,,
